sample_id;claim_id;question;answer;context_text;claim_text;seed_label;annotator_label;annotator_1_label;annotator_2_label;evidence_doc_id;evidence_start;evidence_end;evidence_text;notes
pt_br_amazonia_partially_unsupported_015;pt_br_amazonia_partially_unsupported_015_c2;O que o contexto informa sobre A Amazonia?;A Amazonia abrange uma grande area de floresta tropical. A Amazonia fica somente no Rio Grande do Sul.;A Amazonia abrange uma grande area de floresta tropical. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Amazonia fica somente no Rio Grande do Sul;unsupported;;unsupported;Contradicted;;;;;
pt_br_brasilia_partially_unsupported_001;pt_br_brasilia_partially_unsupported_001_c1;O que o contexto informa sobre Brasilia?;Brasilia foi inaugurada como capital do Brasil em 1960. Brasilia e a maior cidade do Brasil.;Brasilia foi inaugurada como capital do Brasil em 1960. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Brasilia foi inaugurada como capital do Brasil em 1960;supported;;supported;Supported;pt_br_brasilia_ctx;0;54;Brasilia foi inaugurada como capital do Brasil em 1960;
pt_br_brasilia_partially_unsupported_001;pt_br_brasilia_partially_unsupported_001_c2;O que o contexto informa sobre Brasilia?;Brasilia foi inaugurada como capital do Brasil em 1960. Brasilia e a maior cidade do Brasil.;Brasilia foi inaugurada como capital do Brasil em 1960. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Brasilia e a maior cidade do Brasil;unsupported;;unsupported;unsupported;;;;;
pt_br_cafe_partially_unsupported_010;pt_br_cafe_partially_unsupported_010_c1;O que o contexto informa sobre O cafe?;O cafe foi um produto importante na economia brasileira. O cafe originou-se em Marte.;O cafe foi um produto importante na economia brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O cafe foi um produto importante na economia brasileira;supported;;supported;Supported;pt_br_cafe_ctx;0;55;O cafe foi um produto importante na economia brasileira;
pt_br_cafe_partially_unsupported_010;pt_br_cafe_partially_unsupported_010_c2;O que o contexto informa sobre O cafe?;O cafe foi um produto importante na economia brasileira. O cafe originou-se em Marte.;O cafe foi um produto importante na economia brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O cafe originou-se em Marte;unsupported;;unsupported;unsupported;;;;;
pt_br_capoeira_partially_unsupported_016;pt_br_capoeira_partially_unsupported_016_c1;O que o contexto informa sobre A capoeira?;A capoeira combina elementos de luta, jogo e musica. A capoeira foi criada por satelites.;A capoeira combina elementos de luta, jogo e musica. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A capoeira combina elementos de luta, jogo e musica;supported;;supported;Supported;pt_br_capoeira_ctx;0;51;A capoeira combina elementos de luta, jogo e musica;
pt_br_capoeira_partially_unsupported_016;pt_br_capoeira_partially_unsupported_016_c2;O que o contexto informa sobre A capoeira?;A capoeira combina elementos de luta, jogo e musica. A capoeira foi criada por satelites.;A capoeira combina elementos de luta, jogo e musica. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A capoeira foi criada por satelites;unsupported;;unsupported;unsupported;;;;;
pt_br_constitucao_partially_unsupported_005;pt_br_constitucao_partially_unsupported_005_c1;O que o contexto informa sobre A Constituicao de 1988?;A Constituicao de 1988 e conhecida como Constituicao Cidada. A Constituicao de 1988 aboliu todos os municipios.;A Constituicao de 1988 e conhecida como Constituicao Cidada. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Constituicao de 1988 e conhecida como Constituicao Cidada;supported;;supported;Supported;pt_br_constitucao_ctx;0;59;A Constituicao de 1988 e conhecida como Constituicao Cidada;
pt_br_constitucao_partially_unsupported_005;pt_br_constitucao_partially_unsupported_005_c2;O que o contexto informa sobre A Constituicao de 1988?;A Constituicao de 1988 e conhecida como Constituicao Cidada. A Constituicao de 1988 aboliu todos os municipios.;A Constituicao de 1988 e conhecida como Constituicao Cidada. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Constituicao de 1988 aboliu todos os municipios;unsupported;;unsupported;unsupported;;;;;
pt_br_dom_casmurro_partially_unsupported_003;pt_br_dom_casmurro_partially_unsupported_003_c1;O que o contexto informa sobre Dom Casmurro?;Dom Casmurro e um romance de Machado de Assis. Dom Casmurro ganhou o Premio Nobel.;Dom Casmurro e um romance de Machado de Assis. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Dom Casmurro e um romance de Machado de Assis;supported;;supported;Supported;pt_br_dom_casmurro_ctx;0;45;Dom Casmurro e um romance de Machado de Assis;
pt_br_dom_casmurro_partially_unsupported_003;pt_br_dom_casmurro_partially_unsupported_003_c2;O que o contexto informa sobre Dom Casmurro?;Dom Casmurro e um romance de Machado de Assis. Dom Casmurro ganhou o Premio Nobel.;Dom Casmurro e um romance de Machado de Assis. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Dom Casmurro ganhou o Premio Nobel;unsupported;;unsupported;unsupported;;;;;
pt_br_ibge_partially_unsupported_006;pt_br_ibge_partially_unsupported_006_c1;O que o contexto informa sobre O IBGE?;O IBGE produz estatisticas oficiais sobre a populacao brasileira. O IBGE publica previsoes astrologicas.;O IBGE produz estatisticas oficiais sobre a populacao brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O IBGE produz estatisticas oficiais sobre a populacao brasileira;supported;;supported;Supported;pt_br_ibge_ctx;0;64;O IBGE produz estatisticas oficiais sobre a populacao brasileira;
pt_br_ibge_partially_unsupported_006;pt_br_ibge_partially_unsupported_006_c2;O que o contexto informa sobre O IBGE?;O IBGE produz estatisticas oficiais sobre a populacao brasileira. O IBGE publica previsoes astrologicas.;O IBGE produz estatisticas oficiais sobre a populacao brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O IBGE publica previsoes astrologicas;unsupported;;unsupported;Contradicted;;;;;
pt_br_independencia_partially_unsupported_013;pt_br_independencia_partially_unsupported_013_c1;O que o contexto informa sobre A independencia do Brasil?;A independencia do Brasil foi proclamada em 1822. A independencia do Brasil ocorreu na Antartida.;A independencia do Brasil foi proclamada em 1822. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A independencia do Brasil foi proclamada em 1822;supported;;supported;Supported;pt_br_independencia_ctx;0;48;A independencia do Brasil foi proclamada em 1822;
pt_br_independencia_partially_unsupported_013;pt_br_independencia_partially_unsupported_013_c2;O que o contexto informa sobre A independencia do Brasil?;A independencia do Brasil foi proclamada em 1822. A independencia do Brasil ocorreu na Antartida.;A independencia do Brasil foi proclamada em 1822. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A independencia do Brasil ocorreu na Antartida;unsupported;;unsupported;Contradicted;;;;;
pt_br_machado_partially_unsupported_000;pt_br_machado_partially_unsupported_000_c1;O que o contexto informa sobre Machado de Assis?;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras. Machado de Assis nasceu em Recife.;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras;supported;;supported;Supported;pt_br_machado_ctx;0;75;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras;
pt_br_machado_partially_unsupported_000;pt_br_machado_partially_unsupported_000_c2;O que o contexto informa sobre Machado de Assis?;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras. Machado de Assis nasceu em Recife.;Machado de Assis foi o primeiro presidente da Academia Brasileira de Letras. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Machado de Assis nasceu em Recife;unsupported;;unsupported;unsupported;;;;;
pt_br_minas_partially_unsupported_007;pt_br_minas_partially_unsupported_007_c1;O que o contexto informa sobre Minas Gerais?;Minas Gerais e um estado da regiao Sudeste do Brasil. Minas Gerais faz fronteira com o Chile.;Minas Gerais e um estado da regiao Sudeste do Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Minas Gerais e um estado da regiao Sudeste do Brasil;supported;;supported;Supported;pt_br_minas_ctx;0;52;Minas Gerais e um estado da regiao Sudeste do Brasil;
pt_br_minas_partially_unsupported_007;pt_br_minas_partially_unsupported_007_c2;O que o contexto informa sobre Minas Gerais?;Minas Gerais e um estado da regiao Sudeste do Brasil. Minas Gerais faz fronteira com o Chile.;Minas Gerais e um estado da regiao Sudeste do Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Minas Gerais faz fronteira com o Chile;unsupported;;unsupported;unsupported;;;;;
pt_br_pantanal_partially_unsupported_011;pt_br_pantanal_partially_unsupported_011_c1;O que o contexto informa sobre O Pantanal?;O Pantanal e uma das maiores areas umidas do mundo. O Pantanal fica integralmente no Canada.;O Pantanal e uma das maiores areas umidas do mundo. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O Pantanal e uma das maiores areas umidas do mundo;supported;;supported;Supported;pt_br_pantanal_ctx;0;50;O Pantanal e uma das maiores areas umidas do mundo;
pt_br_pantanal_partially_unsupported_011;pt_br_pantanal_partially_unsupported_011_c2;O que o contexto informa sobre O Pantanal?;O Pantanal e uma das maiores areas umidas do mundo. O Pantanal fica integralmente no Canada.;O Pantanal e uma das maiores areas umidas do mundo. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O Pantanal fica integralmente no Canada;unsupported;;unsupported;unsupported;;;;;
pt_br_portugues_partially_unsupported_012;pt_br_portugues_partially_unsupported_012_c1;O que o contexto informa sobre A lingua portuguesa?;A lingua portuguesa e o idioma oficial do Brasil. A lingua portuguesa nao possui vogais.;A lingua portuguesa e o idioma oficial do Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A lingua portuguesa e o idioma oficial do Brasil;supported;;supported;Supported;pt_br_portugues_ctx;0;48;A lingua portuguesa e o idioma oficial do Brasil;
pt_br_portugues_partially_unsupported_012;pt_br_portugues_partially_unsupported_012_c2;O que o contexto informa sobre A lingua portuguesa?;A lingua portuguesa e o idioma oficial do Brasil. A lingua portuguesa nao possui vogais.;A lingua portuguesa e o idioma oficial do Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A lingua portuguesa nao possui vogais;unsupported;;unsupported;unsupported;;;;;
pt_br_republica_partially_unsupported_014;pt_br_republica_partially_unsupported_014_c1;O que o contexto informa sobre A Republica brasileira?;A Republica brasileira foi proclamada em 1889. A Republica brasileira manteve Pedro II como presidente.;A Republica brasileira foi proclamada em 1889. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Republica brasileira foi proclamada em 1889;supported;;supported;Supported;pt_br_republica_ctx;0;45;A Republica brasileira foi proclamada em 1889;
pt_br_republica_partially_unsupported_014;pt_br_republica_partially_unsupported_014_c2;O que o contexto informa sobre A Republica brasileira?;A Republica brasileira foi proclamada em 1889. A Republica brasileira manteve Pedro II como presidente.;A Republica brasileira foi proclamada em 1889. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Republica brasileira manteve Pedro II como presidente;unsupported;;unsupported;unsupported;;;;;
pt_br_rio_partially_unsupported_008;pt_br_rio_partially_unsupported_008_c1;O que o contexto informa sobre A cidade do Rio de Janeiro?;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia. A cidade do Rio de Janeiro foi fundada por franceses em 1999.;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia;supported;;supported;Supported;pt_br_rio_ctx;0;66;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia;
pt_br_rio_partially_unsupported_008;pt_br_rio_partially_unsupported_008_c2;O que o contexto informa sobre A cidade do Rio de Janeiro?;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia. A cidade do Rio de Janeiro foi fundada por franceses em 1999.;A cidade do Rio de Janeiro foi capital do Brasil antes de Brasilia. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A cidade do Rio de Janeiro foi fundada por franceses em 1999;unsupported;;unsupported;unsupported;;;;;
pt_br_samba_partially_unsupported_017;pt_br_samba_partially_unsupported_017_c1;O que o contexto informa sobre O samba?;O samba e uma expressao cultural associada ao Brasil. O samba surgiu como algoritmo militar.;O samba e uma expressao cultural associada ao Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O samba e uma expressao cultural associada ao Brasil;supported;;supported;Supported;pt_br_samba_ctx;0;52;O samba e uma expressao cultural associada ao Brasil;
pt_br_samba_partially_unsupported_017;pt_br_samba_partially_unsupported_017_c2;O que o contexto informa sobre O samba?;O samba e uma expressao cultural associada ao Brasil. O samba surgiu como algoritmo militar.;O samba e uma expressao cultural associada ao Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O samba surgiu como algoritmo militar;unsupported;;unsupported;unsupported;;;;;
pt_br_santos_dumont_partially_unsupported_009;pt_br_santos_dumont_partially_unsupported_009_c1;O que o contexto informa sobre Santos Dumont?;Santos Dumont e associado a historia da aviacao brasileira. Santos Dumont inventou a internet.;Santos Dumont e associado a historia da aviacao brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Santos Dumont e associado a historia da aviacao brasileira;supported;;supported;Supported;pt_br_santos_dumont_ctx;0;58;Santos Dumont e associado a historia da aviacao brasileira;
pt_br_santos_dumont_partially_unsupported_009;pt_br_santos_dumont_partially_unsupported_009_c2;O que o contexto informa sobre Santos Dumont?;Santos Dumont e associado a historia da aviacao brasileira. Santos Dumont inventou a internet.;Santos Dumont e associado a historia da aviacao brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;Santos Dumont inventou a internet;unsupported;;unsupported;Contradicted;;;;;
pt_br_tse_partially_unsupported_018;pt_br_tse_partially_unsupported_018_c1;O que o contexto informa sobre O Tribunal Superior Eleitoral?;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil. O Tribunal Superior Eleitoral e uma escola de medicina.;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil;supported;;supported;Supported;pt_br_tse_ctx;0;69;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil;
pt_br_tse_partially_unsupported_018;pt_br_tse_partially_unsupported_018_c2;O que o contexto informa sobre O Tribunal Superior Eleitoral?;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil. O Tribunal Superior Eleitoral e uma escola de medicina.;O Tribunal Superior Eleitoral organiza processos eleitorais no Brasil. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;O Tribunal Superior Eleitoral e uma escola de medicina;unsupported;;unsupported;Contradicted;;;;;
pt_br_usp_partially_unsupported_019;pt_br_usp_partially_unsupported_019_c1;O que o contexto informa sobre A Universidade de Sao Paulo?;A Universidade de Sao Paulo e uma universidade publica brasileira. A Universidade de Sao Paulo foi fundada no seculo XV.;A Universidade de Sao Paulo e uma universidade publica brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Universidade de Sao Paulo e uma universidade publica brasileira;supported;;supported;Supported;pt_br_usp_ctx;0;65;A Universidade de Sao Paulo e uma universidade publica brasileira;
pt_br_usp_partially_unsupported_019;pt_br_usp_partially_unsupported_019_c2;O que o contexto informa sobre A Universidade de Sao Paulo?;A Universidade de Sao Paulo e uma universidade publica brasileira. A Universidade de Sao Paulo foi fundada no seculo XV.;A Universidade de Sao Paulo e uma universidade publica brasileira. Este registro sintetico e usado apenas para avaliar suporte por evidencia.;A Universidade de Sao Paulo foi fundada no seculo XV;unsupported;;unsupported;unsupported;;;;;
